0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,0.54952615,1.1669348,1.8626112,2.6484108,3.5377014,4.5452785,5.687063,6.979439,8.43805,10.075847,11.900204,13.9091215,16.086924,18.400503,20.797804,23.210373,25.560877,27.774359,29.789915,31.568819,33.096786,34.380768,35.44255,36.31185,37.020638,37.599335,38.07478,38.469475,38.801643,39.085648,39.33262,39.551037,39.747295,39.92615,40.091103,40.244675,40.388645,40.524216,40.65213,40.772785,40.886272,40.992447,41.09093,41.18114,41.262238,41.33306,41.391956,41.43642,41.46232,41.46232
0,0.7610337,1.6239799,2.6043177,3.7191303,4.9866323,6.4251795,8.051486,9.87778,11.907708,14.13121,16.519285,19.020563,21.562235,24.057274,26.417429,28.568214,30.460447,32.07446,33.41682,34.512516,35.396206,36.10508,36.67417,37.133995,37.509758,37.821552,38.084988,38.311974,38.51148,38.69017,38.852978,39.00349,39.144314,39.277294,39.40371,39.52441,39.639915,39.750496,39.8562,39.95693,40.052418,40.142277,40.22599,40.30289,40.372147,40.432686,40.483032,40.521023,40.543137,40.543137
0,1.0457919,2.2406793,3.605962,5.163142,6.9315705,8.924564,11.143752,13.572039,16.166855,18.856888,21.546158,24.127316,26.50135,28.596207,30.376772,31.843576,33.023376,33.957214,34.69023,35.265026,35.718334,36.08005,36.37356,36.616695,36.822765,37.00161,37.160408,37.304363,37.43722,37.561657,37.679558,37.79224,37.9006,38.005207,38.10641,38.20437,38.299103,38.390526,38.478443,38.562588,38.642597,38.71804,38.788403,38.853065,38.91129,38.96214,39.004387,39.036236,39.05477,39.05477
0,1.4600859,3.132507,5.0409822,7.20244,9.619594,12.271349,15.103456,18.024403,20.912537,23.636665,26.084095,28.183619,29.91335,31.292994,32.367977,33.193707,33.82446,34.307507,34.681152,34.975006,35.211246,35.406143,35.571453,35.71558,35.844505,35.962444,36.072357,36.17631,36.275734,36.371597,36.464546,36.554985,36.64315,36.729153,36.812996,36.89461,36.97386,37.050556,37.124447,37.195244,37.262592,37.32609,37.38528,37.43962,37.488476,37.531067,37.566376,37.59293,37.60836,37.60836
0,4.0790076,10.887761,20.866379,30.626934,36.415165,39.215893,40.72228,41.75925,42.635006,43.457157,44.263004,45.06556,45.86939,46.67602,47.4859,48.29905,49.115334,49.934563,50.756504,51.580917,52.407566,53.236187,54.066532,54.89834,55.731342,56.565273,57.399868,58.234844,59.069923,59.904816,60.739227,61.57285,62.405357,63.236397,64.065575,64.89243,65.71642,66.536835,67.35274,68.16284,68.965324,69.757515,70.53549,71.29336,72.02226,72.70861,73.33103,73.85345,74.204834,74.204834
0,5.952133,15.516256,26.71358,34.04464,37.438465,39.05541,40.047626,40.83505,41.556843,42.258465,42.954865,43.650974,44.348396,45.04758,45.748585,46.451317,47.155636,47.861378,48.56838,49.27646,49.98545,50.69517,51.405453,52.11611,52.82697,53.53785,54.248573,54.958958,55.668823,56.377983,57.086243,57.79341,58.49928,59.20362,59.90618,60.60666,61.30469,61.99979,62.691303,63.37829,64.05938,64.73252,65.39459,66.0408,66.66375,67.25188,67.78671,68.237,68.54137,68.54137
0,8.358333,20.476606,30.402477,35.06035,37.0021,38.008205,38.72518,39.354855,39.95847,40.554688,41.149246,41.74388,42.339073,42.9349,43.531296,44.128166,44.72539,45.322845,45.92041,46.517963,47.115383,47.712543,48.30933,48.90562,49.501297,50.09624,50.690334,51.283455,51.875492,52.466324,53.055832,53.643887,54.230362,54.81511,55.397972,55.978752,56.557205,57.132996,57.70566,58.27452,58.838547,59.39616,59.944904,60.480927,60.99815,61.486923,61.931686,62.30613,62.55933,62.55933
0,11.603484,24.87999,31.898088,34.509533,35.60838,36.275284,36.823112,37.33803,37.84378,38.346954,38.849377,39.351517,39.853443,40.355118,40.856457,41.357384,41.857803,42.357635,42.856785,43.355175,43.85272,44.349327,44.84493,45.33944,45.83278,46.32487,46.815636,47.305004,47.792896,48.27924,48.763954,49.246964,49.728188,50.207527,50.684887,51.16013,51.63309,52.10354,52.57113,53.035362,53.49545,53.950165,54.39756,54.83453,55.25611,55.654324,56.01621,56.320015,56.524635,56.524635
0,1.4000597,3.0927634,5.1430073,7.6266255,10.628983,14.240456,18.546833,23.612484,29.455156,36.01497,43.12732,50.517536,57.835236,64.72859,70.92929,76.304794,80.85558,84.67178,87.88109,90.6109,92.96965,95.04193,96.89074,98.56188,100.08844,101.49435,102.79715,104.009865,105.14236,106.20223,107.19549,108.12691,109.000404,109.8192,110.58593,111.302795,111.97159,112.593704,113.17021,113.701805,114.18879,114.631065,115.02808,115.37874,115.68128,115.933205,116.131,116.269936,116.34366,116.34366
0,4.595806,10.4083605,17.608568,26.211578,35.931046,46.082176,55.704372,63.953056,70.46668,75.37901,79.0634,81.89896,84.17347,86.078156,87.73254,89.20973,90.55459,91.79511,92.94935,94.02936,95.04359,95.99824,96.898094,97.74701,98.548195,99.30443,100.01816,100.691574,101.326675,101.925285,102.48905,103.019516,103.51806,103.98595,104.42431,104.83414,105.2163,105.57151,105.90034,106.20316,106.4802,106.73145,106.956665,107.15531,107.32652,107.468994,107.580864,107.659546,107.70142,107.70142
