Af,Eaf,Ar,Ear,sigma
88.74199739744182,63128.52507597982,2764972.3431472806,115489.33129243743,7.312640185037212
88.38451497464021,62961.62610235196,2521196.691793769,114836.41829670122,7.244572948888188
91.97248037689793,62393.142095416646,2963701.0464222017,114700.27482320103,6.885474286593373
83.2272239012247,61665.64380835433,3053558.5860694596,114725.91813029666,6.7457930981772405
93.02930131166485,62119.499173372904,2914747.714130612,114229.3791693909,6.885792433220689
91.29535068693099,62519.80270573209,2898238.9039170076,114754.41359822304,7.094760500146698
87.0790133546593,62635.515845724694,2610303.7248695525,114714.1816014296,7.031294322581379
86.50443411968972,62443.519798974135,2914178.128031604,115193.16566616386,7.0301236533781095
81.96690010544584,62008.115215274214,3264695.057893776,115848.75393643796,6.944680317884499
80.9851421100421,62320.092522849096,2955957.0128897172,115615.91681104302,7.088890948240425
78.64251087740959,62242.15009034094,2536981.710236909,114706.72130370651,6.971167598332457
83.32417061988868,62345.83994847781,2557331.2250978607,114448.09231103474,6.9582756443964815
77.53349601945366,61864.409480055205,3022158.842977727,115461.05494225188,6.94793362737407
81.75249894191413,61387.77375651576,3285879.2436262234,115097.75163746813,6.792340927144654
82.86995859503973,61646.98289100873,3372971.361531492,115565.0007918949,6.867133431427143
77.46354533563037,61610.17934156967,3174929.4795552203,115421.90851262996,6.938762384145176
71.38369567326644,61038.31905438354,3507103.7768343906,116085.77626045678,6.867057389576838
85.52699577347767,62358.82973735039,3029220.8476113863,115638.7138748869,6.995818152383916
83.24031362047423,61997.89163419266,3239295.753161687,115654.45137628121,6.958400389451087
74.2834371278154,61766.979839045,2969982.443087685,115871.54266739154,6.847254504376633
79.13785856842316,61921.47419180042,3027300.7191141285,115711.39037269753,6.8339892598305765
71.91739689516301,61536.677268977335,3121230.6774982675,115921.78286970315,6.777498970243215
86.4824674447215,62521.14998959931,3124822.1610977766,115938.46281924243,6.977662519917037
86.90579704561871,62822.46196109838,2799876.030800059,115560.84817016842,6.888248772333176
87.47356524532724,62036.978531428394,3414074.6488408395,116011.5140709078,6.995126210640063
84.85985951726398,61980.15677880506,3182863.859682753,115524.98502857947,7.153146729562483
91.09152932343969,62635.93847266988,3292140.0618795254,115917.0212427027,7.032218874527138
86.28833433874138,62301.77044891867,3011926.878640542,115116.85313248489,6.987730356150473
103.8966625906627,63315.45962367369,3462441.5934232553,115701.79617265458,7.173290701663721
85.05293147645031,61865.13296704569,3187708.082834779,115086.43593271935,7.029112302088146
