694.0,704.5149,715.5881,727.2152,739.38226,752.0632,765.21716,778.7856,792.6887,806.8227,821.0565,835.2304,849.1561,862.6212,875.3977,887.25775,897.9947,907.4472,915.51984,922.1944,927.5273,931.63434,934.6692,936.80023,938.1926,938.99646,939.34094,939.3332,939.0595,938.588,937.9719,937.25244,936.4615,935.6237,934.7584,933.881,933.00366,932.1367,931.2891,930.46857,929.68243,928.9378,928.2417,927.6014,927.02454,926.51935,926.09467,925.7602,925.5263,925.4038,925.4038
721.0,733.6292,746.82513,760.5531,774.7602,789.37195,804.28827,819.3797,834.4845,849.40735,863.9217,877.7771,890.7146,902.4899,912.90204,921.8216,929.2082,935.1119,939.6571,943.0161,945.38074,946.93915,947.8617,948.29315,948.35205,948.13245,947.7073,947.1325,946.4507,945.6939,944.88654,944.04706,943.1897,942.3256,941.46356,940.61084,939.7737,938.9575,938.16754,937.4086,936.6857,936.004,935.36884,934.7861,934.2621,933.8039,933.4191,933.1163,932.9046,932.79376,932.79376
752.0,766.9984,782.5107,798.4471,814.68646,831.0719,847.4066,863.453,878.9364,893.5572,907.01337,919.0347,929.42194,938.0788,945.0251,950.38403,954.3505,957.1523,959.0174,960.1523,960.7315,960.8957,960.75464,960.3917,959.8696,959.2346,958.521,957.75397,956.9521,956.1292,955.2957,954.4596,953.627,952.8031,951.99207,951.19775,950.42365,949.67316,948.9497,948.2569,947.5986,946.9788,946.4022,945.87366,945.3988,944.9837,944.6353,944.36115,944.16943,944.0691,944.0691
787.0,804.2788,821.8918,839.6595,857.3545,874.69904,891.36896,907.00903,921.26404,933.82495,944.4822,953.1645,959.94696,965.0226,968.6531,971.1183,972.6797,973.5605,973.94025,973.9572,973.7151,973.2899,972.7368,972.0955,971.39435,970.6538,969.8884,969.10895,968.323,967.5365,966.75397,965.9788,965.2142,964.4626,963.7265,963.00824,962.3102,961.6348,960.9849,960.3632,959.773,959.2177,958.70135,958.2283,957.80334,957.432,957.1203,956.87506,956.7036,956.61383,956.61383
689.0,740.536,801.25275,862.4254,906.3515,925.2202,928.89136,926.4003,921.77545,916.48114,911.0219,905.57007,900.1839,894.8823,889.6699,884.5466,879.51,874.5576,869.6864,864.89343,860.1758,855.5306,850.95496,846.44635,842.0021,837.61957,833.2964,829.0302,824.8187,820.6598,816.5514,812.4915,808.47845,804.5106,800.5867,796.70557,792.8668,789.0705,785.31775,781.61115,777.95544,774.3588,770.83435,767.4027,764.0961,760.9643,758.083,755.56793,753.59375,752.4207,752.4207
719.0,781.2361,848.99493,905.02167,932.89215,940.33136,939.2759,935.3619,930.579,925.57776,920.5682,915.61755,910.7467,905.9609,901.2602,896.6429,892.1068,887.64935,883.2682,878.9608,874.725,870.5583,866.4585,862.4235,858.45123,854.5396,850.68665,846.8905,843.14935,839.46136,835.82495,832.23846,828.7004,825.2094,821.7643,818.3641,815.0081,811.69617,808.42883,805.2077,802.036,798.9197,795.8686,792.89874,790.0357,787.3201,784.8154,782.62067,780.8891,779.85406,779.85406
752.0,824.88104,895.4804,938.926,953.4514,954.7911,951.78784,947.5183,942.92883,938.30365,933.7277,929.2259,924.8042,920.4631,916.2012,912.0165,907.9069,903.87036,899.9048,896.0081,892.17847,888.4139,884.7126,881.0727,877.4926,873.9706,870.50494,867.09424,863.7369,860.43146,857.17645,853.9707,850.8128,847.7016,844.6361,841.6155,838.6389,835.70624,832.81775,829.9744,827.1788,824.43524,821.7516,819.14075,816.6237,814.2343,812.0267,810.08655,808.54956,807.6261,807.6261
792.0,875.6287,941.8561,969.062,974.35614,972.5209,968.73956,964.4874,960.16693,955.88727,951.6774,947.5441,943.48785,939.50726,935.6005,931.76587,928.00134,924.3051,920.67535,917.1104,913.6086,910.16815,906.78754,903.46533,900.1999,896.98987,893.83386,890.7304,887.6783,884.6762,881.72296,878.8173,875.95825,873.1447,870.37573,867.6505,864.96844,862.32916,859.73285,857.1803,854.67334,852.21564,849.81366,847.4781,845.2268,843.08887,841.1114,839.3701,837.9864,837.1515,837.1515
523.0,532.87665,543.16956,553.8989,565.0596,576.6102,588.46063,600.45715,612.36774,623.87177,634.5625,643.97235,651.6318,657.1581,660.34827,661.23346,660.06305,657.2278,653.1618,648.2663,642.8701,637.2217,631.4989,625.82385,620.2778,614.9131,609.76215,604.8436,600.16693,595.73517,591.5474,587.6001,583.8879,580.4046,577.1437,574.09845,571.2626,568.63025,566.1963,563.95636,561.9072,560.0466,558.3735,556.8885,555.5936,554.4926,553.59125,552.8973,552.4209,552.17487,552.17487
573.0,593.62274,614.54913,635.3,655.10254,672.8792,687.3897,697.6048,703.17145,704.5778,702.8472,699.06885,694.11127,688.5651,682.7974,677.0252,671.3723,665.90753,660.66705,655.6678,650.91565,646.4096,642.14496,638.11444,634.30975,630.72174,627.3411,624.15857,621.165,618.3515,615.7097,613.2317,610.90985,608.73737,606.7077,604.81506,603.0543,601.4209,599.91095,598.5213,597.24963,596.09436,595.0548,594.1314,593.32544,592.63947,592.0773,591.6439,591.34625,591.1924,591.1924
