0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,0.27476308,0.5834674,0.9313056,1.3242054,1.7688507,2.2726393,2.8435316,3.4897194,4.219025,5.0379233,5.950102,6.9545608,8.043462,9.200252,10.398902,11.605186,12.780438,13.887179,14.894958,15.7844095,16.548393,17.190384,17.721275,18.155926,18.510319,18.799667,19.03739,19.234737,19.400822,19.542824,19.66631,19.775518,19.873648,19.963076,20.045551,20.122337,20.194323,20.262108,20.326065,20.386393,20.443136,20.496223,20.545465,20.59057,20.631119,20.66653,20.695978,20.71821,20.73116,20.73116
0,0.38051686,0.81198996,1.3021588,1.8595651,2.4933162,3.2125897,4.025743,4.93889,5.953854,7.065605,8.259643,9.510282,10.781117,12.028637,13.2087145,14.284107,15.230224,16.03723,16.70841,17.256258,17.698103,18.05254,18.337086,18.566998,18.754879,18.910776,19.042494,19.155987,19.25574,19.345085,19.426489,19.501745,19.572157,19.638647,19.701855,19.762205,19.819958,19.875248,19.9281,19.978464,20.026209,20.071138,20.112995,20.151445,20.186073,20.216343,20.241516,20.260511,20.271568,20.271568
0,0.52289593,1.1203396,1.802981,2.581571,3.4657853,4.462282,5.571876,6.7860193,8.083427,9.428444,10.773079,12.063658,13.250675,14.298103,15.188386,15.921788,16.511688,16.978607,17.345116,17.632513,17.859167,18.040026,18.18678,18.308348,18.411383,18.500805,18.580204,18.652182,18.71861,18.780828,18.839779,18.89612,18.9503,19.002604,19.053205,19.102184,19.149551,19.195263,19.239222,19.281294,19.321299,19.35902,19.394201,19.426533,19.455645,19.48107,19.502193,19.518118,19.527386,19.527386
0,0.73004293,1.5662535,2.5204911,3.60122,4.809797,6.1356745,7.551728,9.012201,10.456268,11.818333,13.0420475,14.091809,14.956675,15.646497,16.183989,16.596853,16.91223,17.153753,17.340576,17.487503,17.605623,17.703072,17.785727,17.85779,17.922253,17.981222,18.036179,18.088156,18.137867,18.185799,18.232273,18.277493,18.321575,18.364576,18.406498,18.447306,18.48693,18.525278,18.562223,18.597622,18.631296,18.663046,18.69264,18.71981,18.744238,18.765533,18.783188,18.796465,18.80418,18.80418
0,2.0395038,5.4438806,10.433189,15.313467,18.207582,19.607946,20.36114,20.879625,21.317503,21.728579,22.131502,22.53278,22.934694,23.33801,23.74295,24.149525,24.557667,24.967281,25.378252,25.790459,26.203783,26.618093,27.033266,27.44917,27.865671,28.282637,28.699934,29.117422,29.534962,29.952408,30.369614,30.786425,31.202679,31.618198,32.032787,32.446217,32.85821,33.268417,33.67637,34.08142,34.482662,34.878757,35.267746,35.64668,36.01113,36.354305,36.665516,36.926723,37.102417,37.102417
0,2.9760666,7.758128,13.35679,17.02232,18.719233,19.527704,20.023813,20.417524,20.778421,21.129232,21.477432,21.825487,22.174198,22.52379,22.874292,23.225658,23.577818,23.930689,24.28419,24.63823,24.992725,25.347586,25.702726,26.058056,26.413485,26.768925,27.124287,27.479479,27.834412,28.188992,28.543121,28.896706,29.24964,29.60181,29.95309,30.30333,30.652346,30.999895,31.345652,31.689144,32.02969,32.36626,32.697296,33.0204,33.331875,33.62594,33.893356,34.1185,34.270683,34.270683
0,4.1791663,10.238303,15.201239,17.530174,18.50105,19.004103,19.36259,19.677427,19.979235,20.277344,20.574623,20.87194,21.169537,21.46745,21.765648,22.064083,22.362696,22.661423,22.960205,23.258982,23.557692,23.856272,24.154665,24.45281,24.750648,25.04812,25.345167,25.641727,25.937746,26.233162,26.527916,26.821943,27.115181,27.407555,27.698986,27.989376,28.278603,28.566498,28.85283,29.13726,29.419273,29.69808,29.972452,30.240463,30.499075,30.743462,30.965843,31.153065,31.279665,31.279665
0,5.801742,12.439995,15.949044,17.254766,17.80419,18.137642,18.411556,18.669016,18.92189,19.173477,19.424688,19.675758,19.926722,20.177559,20.428228,20.678692,20.928902,21.178818,21.428392,21.677588,21.92636,22.174664,22.422464,22.66972,22.91639,23.162436,23.407818,23.652502,23.896448,24.13962,24.381977,24.623482,24.864094,25.103764,25.342443,25.580065,25.816545,26.05177,26.285564,26.517681,26.747725,26.975082,27.19878,27.417265,27.628056,27.827162,28.008104,28.160007,28.262318,28.262318
0,0.70002985,1.5463817,2.5715036,3.8133128,5.3144913,7.120228,9.2734165,11.806242,14.727578,18.007484,21.56366,25.258768,28.917618,32.364296,35.464645,38.152397,40.42779,42.33589,43.940544,45.30545,46.484825,47.520966,48.44537,49.28094,50.04422,50.747173,51.398575,52.004932,52.57118,53.101116,53.597744,54.063454,54.500202,54.9096,55.292965,55.651398,55.985794,56.296852,56.585106,56.850903,57.094395,57.315533,57.51404,57.68937,57.84064,57.966602,58.0655,58.134968,58.17183,58.17183
0,2.297903,5.2041802,8.804284,13.105789,17.965523,23.041088,27.852186,31.976528,35.23334,37.689507,39.5317,40.94948,42.086735,43.039078,43.86627,44.604866,45.277294,45.897556,46.474674,47.01468,47.521793,47.99912,48.449047,48.873505,49.274097,49.652214,50.00908,50.345787,50.663338,50.962643,51.244526,51.509758,51.75903,51.992973,52.212154,52.41707,52.60815,52.785755,52.95017,53.10158,53.2401,53.365726,53.478333,53.577656,53.66326,53.734497,53.790432,53.829773,53.85071,53.85071
0,4.6985154,10.44389,16.898773,23.239782,28.515137,32.30472,34.823795,36.50455,37.697296,38.616447,39.37894,40.045937,40.649338,41.20612,41.72568,42.213543,42.673195,43.107048,43.51692,43.904278,44.270397,44.6164,44.94333,45.25214,45.54373,45.81895,46.07859,46.323402,46.55409,46.7713,46.975662,47.167732,47.348038,47.517056,47.675217,47.822906,47.960453,48.08814,48.20618,48.314743,48.413914,48.503716,48.584084,48.654858,48.71576,48.766373,48.806087,48.834034,48.848946,48.848946
0,7.6348963,16.018427,23.38392,28.389494,31.288275,32.94783,33.99874,34.7643,35.391106,35.94333,36.449203,36.921524,37.366425,37.787144,38.185623,38.563217,38.921013,39.259964,39.58095,39.8848,40.172306,40.44424,40.70133,40.94428,41.173767,41.39043,41.594883,41.7877,41.96943,42.140583,42.30164,42.45304,42.595203,42.728493,42.853252,42.969772,43.078316,43.179092,43.272274,43.35798,43.436268,43.507156,43.570583,43.62641,43.674427,43.714306,43.745586,43.767605,43.77939,43.77939
67.2151,66.50124,65.9218,65.44243,65.03894,64.69418,64.39577,64.13453,63.903576,63.697617,63.512512,63.345005,63.19247,63.052784,62.924202,62.805286,62.69483,62.591827,62.49541,62.404854,62.319523,62.238873,62.162437,62.089798,62.02059,61.9545,61.89123,61.830536,61.77219,61.71598,61.66172,61.609238,61.55838,61.508995,61.460945,61.41411,61.36835,61.323563,61.279625,61.23644,61.193893,61.151913,61.110435,61.06945,61.029057,60.989525,60.951496,60.916275,60.88642,60.866848,60.866848
67.2151,66.67147,66.21545,65.82831,65.495735,65.20692,64.95368,64.72974,64.5302,64.3512,64.18965,64.04307,63.90941,63.786987,63.674404,63.570484,63.474224,63.38478,63.301422,63.22352,63.15053,63.081978,63.017445,62.956562,62.899006,62.84449,62.792755,62.743572,62.696728,62.652046,62.609344,62.56848,62.529305,62.491695,62.455524,62.42069,62.38708,62.354607,62.323177,62.292706,62.26312,62.23435,62.20635,62.179104,62.15265,62.12714,62.102932,62.08078,62.062187,62.050083,62.050083
67.2151,66.815,66.46947,66.16914,65.9062,65.67431,65.468445,65.28456,65.11941,64.970314,64.8351,64.71196,64.59939,64.49611,64.401054,64.3133,64.23206,64.15666,64.08652,64.021095,63.959965,63.902718,63.849007,63.798523,63.750988,63.70615,63.663795,63.623714,63.58573,63.549686,63.515423,63.48281,63.45172,63.422047,63.39368,63.366528,63.340492,63.3155,63.291466,63.268326,63.246017,63.224483,63.203693,63.183628,63.16432,63.145893,63.12859,63.112953,63.100014,63.091717,63.091717
67.12769,66.77136,66.46364,66.196526,65.96319,65.758026,65.576546,65.41511,65.27075,65.14107,65.024055,64.91807,64.821724,64.73385,64.65345,64.57968,64.511826,64.44925,64.3914,64.337814,64.28807,64.24179,64.19867,64.1584,64.12074,64.08546,64.05235,64.021225,63.99193,63.964306,63.938225,63.913563,63.89021,63.868065,63.84704,63.82705,63.80802,63.789886,63.772587,63.756065,63.740273,63.725174,63.710743,63.69696,63.68385,63.671467,63.659966,63.64966,63.641174,63.635742,63.635742
67.04052,66.73373,66.466866,66.23395,66.029655,65.84955,65.68996,65.547874,65.420815,65.30674,65.203926,65.11095,65.02659,64.94984,64.87981,64.81575,64.757,64.703026,64.653305,64.60743,64.565,64.5257,64.48923,64.45532,64.423744,64.394295,64.36678,64.341034,64.3169,64.29426,64.27297,64.25294,64.23405,64.21622,64.19936,64.18341,64.1683,64.15395,64.140335,64.127396,64.1151,64.10339,64.09228,64.08172,64.07175,64.06239,64.05377,64.046104,64.03984,64.03586,64.03586
67.2151,67.01202,66.8316,66.6713,66.528656,66.4014,66.28756,66.185455,66.09362,66.01081,65.93595,65.86812,65.80651,65.75045,65.699326,65.65261,65.60985,65.57064,65.534615,65.501465,65.47091,65.4427,65.41662,65.39246,65.370056,65.349236,65.329865,65.31181,65.29496,65.279205,65.264465,65.25063,65.237656,65.22545,65.21395,65.20312,65.192894,65.183235,65.17411,65.165474,65.15731,65.1496,65.14231,65.13546,65.12904,65.1231,65.11768,65.112946,65.10912,65.106735,65.106735
