x1_true,x3_true
1.0,0.2
0.8661874830209403,0.28763566050721057
0.7247024706682211,0.3029862521384161
0.5798106491775381,0.26951464789037827
0.4422142741624375,0.21178576864161153
0.321189356835351,0.1488987065918245
0.22239294730479478,0.09328179694914839
0.14723751337641944,0.050753569954474706
0.09378025667335955,0.022202422781980688
0.058077278173427754,0.005485349806329217
0.03560822687325118,-0.0026459367552427292
0.02219898330575122,-0.005380869782965991
0.014487740985328859,-0.005268564875243881
0.010102559449992813,-0.003998220827638
0.007517832567508952,-0.002537643568929453
0.005844908145190577,-0.0013363106705778355
0.004623746631197438,-0.0005203104027785394
0.00364217490456318,-5.6108920004748516e-05
0.002824339055318784,0.00015569714713930822
0.0021403980363383724,0.00020945691936283072
0.0015853623101542763,0.00018552579694105484
0.001148286138545878,0.00013305714885706275
0.000817230502460057,8.092972122152427e-05
0.0005736762668638036,4.056538174043586e-05
0.0003996731810497289,1.3966844236734498e-05
0.000278181089144025,-2.1715659438589222e-07
0.00019448170748615358,-6.193261830281995e-06
0.00013684630939825375,-7.872129005805233e-06
9.762037345607739e-05,-6.443576363383911e-06
7.043398186236369e-05,-4.421380685287577e-06
5.120962639124744e-05,-2.799634301533282e-06
3.7460835669567884e-05,-1.400638933599693e-06
2.729916422965877e-05,-5.903628434860606e-07
2.0116941736561663e-05,-2.6859562596627737e-08
1.5071136372581175e-05,3.909389930480342e-07
1.1053390788194696e-05,4.447426951168332e-07
7.840306773463795e-06,2.5628600568537416e-07
5.631497860086639e-06,1.705933849437262e-07
4.277614702102941e-06,2.5510050839192886e-07
3.275868803197623e-06,2.8726839811258044e-07
2.3097183528929842e-06,1.9344942382232081e-07
1.6539937632310262e-06,2.0976161326463725e-07
1.2021768421962929e-06,1.9649779379369158e-07
8.679630628077065e-07,9.23920103852969e-08
5.894276831919165e-07,-8.155166296481572e-08
3.290257465833077e-07,-2.2205912324099724e-07
1.7830857426465725e-07,-2.1084750898929213e-07
1.1652684257029098e-07,-1.570892173871155e-07
5.13188130710209e-08,-1.4162547640813116e-07
1.7654278245823688e-08,-1.1812538056897333e-07
