x1_obs,x3_obs
0.9833780507729803,0.1682682634479781
0.9327181625327124,0.28579341383522777
0.7267870423938574,0.360023093744437
0.6477801723944279,0.18288005021567852
0.4676993636855595,0.2602650862835844
0.38240520421611707,0.18518818449733632
0.1737225834750839,0.11022685873076123
0.13406675708956484,-0.04663912238822744
0.16620631146522802,-0.007464786592888767
0.03843924988358127,-0.08019768334425616
0.011134334686030561,0.015542402818736421
0.008450331990362913,0.09308547150980699
-0.02017834399452266,-0.07327173700098749
0.00893029246365618,0.038703622402741125
0.021181859197750147,-0.016925866938012138
-0.01124265797974595,0.038681584613630596
-0.0800112338209257,0.0050377490512973355
0.0498765624182479,-0.03415606357072504
0.056120443358154345,0.05889110226096042
-0.02283243242481969,0.0001229998327185273
0.004668900183857657,0.013296384524122429
0.04390725349366299,0.01093784320084935
0.04729564594844838,-0.052369911058523295
-0.07599853420641829,0.08035040911672327
0.10686922251276303,0.07440940569498734
0.05959291136756107,-0.09975076929691527
-0.039249779042867215,-0.03529813456061865
0.0040334820597568355,0.004388653324978973
0.051786894175239656,0.07125539006517946
-0.042376121446808905,0.008744255951924015
0.06756635652245398,-0.02114794611091641
0.06039174296014261,0.0066193329688536105
0.03359463319355133,0.07375629667065159
0.02052892969202397,0.09857933751314932
0.0195260500081078,0.0254830727689836
-0.06932714356185832,-0.025635440821875112
0.0006971270792871479,-0.07401246286225123
-0.0003870564425431331,0.034153629712297386
0.046606984989862196,-0.03806115562581
0.05005157551759557,0.063176609155247
0.00010204600528758372,-0.04468356075000247
-0.05849043792506035,-0.017896057444433584
-0.039438734164656854,-0.03719576370990072
0.008177356923498639,0.03112605008367462
-0.00017015948909281323,0.11353098021433662
0.028081341480093454,-0.07681189535885323
-0.06837395182492986,0.04815009049178684
-0.002370183576680352,-0.03007769641867042
-0.08111414374631583,0.022213997075128424
0.04227503665004821,0.06739298702750204
