Af,Eaf,Ar,Ear,sigma
26.124103329352508,55854.7587799005,409151.0265049306,103659.60311580508,6.3878151916373636
27.807335425559582,55848.16202614793,540396.1630342337,105222.11820896159,5.133901187215337
32.36068163245899,56584.03663214986,741254.1960961916,107292.01296965712,5.721637577363123
27.17671134957189,55704.466410167726,580889.8065967374,105844.29504495127,5.395149910961458
25.45467553319891,55821.591797372,410252.31355692237,103929.11595179797,6.574192918874957
24.768260719118334,55615.059969501934,385133.41861629277,103810.92003484388,6.134438777660587
26.124103329352508,55854.7587799005,409151.0265049306,103659.60311580508,6.3878151916373636
34.01022852281959,57327.65298752336,523181.35319546715,105349.0801330852,5.771626255497328
39.40995800789571,57824.40768912387,954959.6575564957,108651.51126890401,5.142035052530891
32.41378922296759,56964.3689921286,712710.7678120257,107247.1282125646,5.795773784990358
27.177940089215692,56083.9295981965,441532.1841533973,104283.89996296653,6.0692734617467075
33.17229251827358,56866.268402037684,844729.1886848777,107983.90078638344,5.39471058367265
21.341820155264102,54790.31208232351,388307.75251772016,103819.56930749986,6.138121445561677
31.90012846009025,56987.39627698145,557383.8302999194,105600.03139352147,5.590948720776407
24.225310346147317,55892.69243209522,354106.12289346335,103560.66950826492,6.389030653839368
30.508224799667893,56462.1064750018,493604.09321352,104491.56652285455,6.195037718282188
30.68646559783295,56902.43936057208,440292.49379546306,104186.4401348828,6.472908607789576
24.797134596068855,55737.84958075036,361549.2506667686,103216.86541349851,6.347339371683124
22.778939028580762,55489.67339242682,324019.0775783439,102893.76785374361,6.126799007758628
23.863723389558615,55804.86390293615,353561.4561873628,103542.2665160585,6.152333194037291
23.863723389558615,55804.86390293615,353561.4561873628,103542.2665160585,6.152333194037291
33.659730741292584,56967.13187441351,725467.316163231,107061.16359990135,5.070657720821454
28.52851058523807,55744.754087428606,741718.18377064,107152.19718548267,5.303813745127532
27.68351825627656,56445.506395501325,460238.2731672389,104925.01838575184,6.396579103906079
21.15266967127921,54822.590357094006,299401.2528026155,102236.4068874772,6.337402826217376
26.124103329352508,55854.7587799005,409151.0265049306,103659.60311580508,6.3878151916373636
34.94532138538773,57190.36104728075,684424.535895345,106438.05758547068,5.411337427674373
29.841529775990075,56498.487313921134,485539.5320993954,104973.07316304915,5.331571990753743
30.186252754882606,56448.847721310725,485067.870367738,104583.82633104116,6.353722895321502
28.490152761494585,56382.34074525047,363195.67151338165,102876.11438743198,6.155136346040889
27.55204669541005,56104.63722254934,491648.37812234485,104779.47137261227,5.6078321515155425
33.093379228116056,56709.0367387931,505745.530017735,104245.02798771969,5.26912921431738
35.465100165766614,57102.49298268158,563214.2249030855,105004.69457900019,4.8788230430739645
22.20952321278106,55190.542056663275,375621.94476590096,103932.64122876465,6.118256799937458
31.733457122214325,56785.29092904937,495129.9051732939,104667.82194934055,5.900678537847841
26.124103329352508,55854.7587799005,409151.0265049306,103659.60311580508,6.3878151916373636
25.84591002578144,55884.88502941537,399111.82828948885,103854.70726837961,5.563594828077225
25.84591002578144,55884.88502941537,399111.82828948885,103854.70726837961,5.563594828077225
29.358109610123943,56429.67980741793,451086.74426595273,104139.96548954572,5.6989634939739435
29.358109610123943,56429.67980741793,451086.74426595273,104139.96548954572,5.6989634939739435
29.358109610123943,56429.67980741793,451086.74426595273,104139.96548954572,5.6989634939739435
25.242371969704795,55877.213140426495,322682.15847927955,102798.51625166833,5.9695216929255075
26.64157603607798,56102.91073221706,346023.90508702444,102659.40939270073,5.8667579707872
25.430030265358457,56007.79251618124,348166.7661735864,103371.59365679814,5.834485001134357
28.078354211538446,55966.27625365029,432114.79937793507,103641.48298677975,6.198011763788825
34.86931446026195,57271.360792840176,653042.0432996233,106432.91134617578,5.248937170930724
26.107523015747013,56049.51028330799,483270.28594183014,105017.57785112414,5.592147330435147
25.372466358329362,55930.39505258657,419431.28150573885,104373.155996138,5.999493891491575
24.971676444425746,55494.10506975882,509255.49850531784,105504.73723675979,4.768099661884815
26.124103329352508,55854.7587799005,409151.0265049306,103659.60311580508,6.3878151916373636
30.79703568934626,56625.220708574954,506750.44961243216,105062.67141660916,5.8453859262659655
25.68458466231246,55256.44447670377,498188.69247740414,104576.29076902215,6.292682750766756
36.69727058378243,57630.993731608905,613160.1582631066,105841.57928545197,5.6369564481661625
22.740358297512323,54927.1310675981,379854.41610478086,103409.59601293848,5.9997805182443
37.44242326704501,57385.64491900754,1124627.7650152708,109725.2962843099,4.800777184537588
31.349522915734376,56764.83526844575,510718.9928953448,104819.4845656142,5.530812308950479
32.71501599067918,57408.90931729536,610767.9966065927,106814.57062300543,5.625460791770358
41.83463600821084,57558.67181062092,975657.9982198022,107844.8215140188,5.004469596776264
27.633949910294564,56162.04778008263,450764.3054365764,104369.56666407634,6.138856620482174
32.50769106176747,56661.49762935847,811175.8798314653,107581.16421206045,5.240486909975154
25.94824061942428,55974.689087303654,354792.7744786333,103033.3845375751,6.411528805088362
28.735252495129,55835.98183998361,844988.8748235813,108181.14571169567,5.385730225365831
34.207159299166506,57865.96892875209,444745.62192077865,104477.35659574535,5.4845087045892935
37.512489783055294,58247.180527342505,524099.1526529439,105332.10933954148,5.191169191284878
32.70425293199697,57525.73625993586,490824.33467961394,105289.99710221909,5.060311967821346
38.26668104401209,58966.50362677659,524831.0070873324,106326.85485259538,5.5610086072030835
40.33005628005904,59033.56042082917,599105.3577516405,106586.69959100007,5.583765663334737
31.890505039352302,56823.53807242241,703680.2207921011,106991.61448296372,5.479984453583035
23.78871221961672,55452.14567276393,338988.02878813667,102885.12194264821,6.1061118959834975
23.78871221961672,55452.14567276393,338988.02878813667,102885.12194264821,6.1061118959834975
29.058583684626512,56321.43845118663,466100.8580231258,104455.73313254844,5.950216338282526
29.058583684626512,56321.43845118663,466100.8580231258,104455.73313254844,5.950216338282526
26.227176095229705,55821.50985601682,476503.204122606,104866.207247714,5.692924317330631
22.988670964624056,54982.61557548424,486266.801249863,105149.86802214471,5.712254803645913
26.688769256936396,56118.46850160116,420962.82665974175,104213.2502837394,6.062960273605001
32.36453463001856,56957.27786209888,546310.0476846622,105406.5743150767,5.685678453189839
38.234570638742454,57715.16266440838,950873.1871388571,108588.6767772245,5.229299209634057
30.858259769691944,56859.99477415058,534292.4135626685,105303.66778930448,6.102870551190676
22.22347376354015,54934.08430529901,391770.9107379964,104050.39769720107,5.632920882870168
25.883848717668258,55939.153736479646,383884.19494360493,103569.21429694387,6.43474663220993
30.50154223945625,56535.811463676604,531247.0711654819,105104.05604359333,5.712262785212436
28.96069017714169,56228.44787940715,506165.7138424564,104850.89823646503,5.672762772208971
37.06274163732279,57603.793907955784,810143.5470016206,107662.66467623749,5.334577582988947
32.31899814996177,56639.90065275082,762097.4415175741,107236.90788828701,5.477023767522357
31.021089752720425,56307.03771300933,614595.5897365462,105946.53905577534,5.427189465043606
35.821458081515864,57656.41236969897,579046.6948634095,105731.81936946986,5.466792144905852
35.821458081515864,57656.41236969897,579046.6948634095,105731.81936946986,5.466792144905852
28.32027365663023,56136.42100119024,497697.63531106483,104859.88488122208,5.262098328362327
28.32027365663023,56136.42100119024,497697.63531106483,104859.88488122208,5.262098328362327
28.228065333075776,56126.82158172975,496909.40156799176,104929.55092764432,5.009445968875505
26.373996085154335,56118.797436753615,403002.0731147613,104245.89266484203,5.199800282680871
26.59618962717243,55954.178650793656,415966.0814453482,103968.63720860492,5.4987698354505365
30.11179970781415,56759.343670758266,471530.6158553457,104980.49120342072,5.204177066628929
26.373996085154335,56118.797436753615,403002.0731147613,104245.89266484203,5.199800282680871
24.646610277472384,55659.96699896867,425633.86757284857,104247.46727913142,4.967949810700948
28.67000300668306,56465.404024761556,452893.71992579696,104593.93758777021,4.999027237976741
26.373996085154335,56118.797436753615,403002.0731147613,104245.89266484203,5.199800282680871
33.7048135808945,57120.17183202637,671862.5620424381,106580.0177828592,4.704942099093539
28.050405091944597,56338.471647826475,452224.72354014154,104502.35382351352,5.242395337389846
28.775493045563376,56181.97945351036,563142.5508101927,105593.45768892241,4.8974440217438495
31.887420300398695,56734.74016926403,868276.3811444802,108567.0106377966,5.239030146840183
28.130083159235557,56102.43586032569,479818.71173037635,104771.43021038888,5.683116530283937
25.192562488688047,55633.67448540658,402367.81538460986,103609.00954539182,6.013111364386624
29.341309105065527,56041.220563288356,464941.84333123476,103928.36853736427,6.203597814685992
35.64074981251053,57278.9794383027,642255.6410529051,106210.14296942508,5.256700676667944
28.284984941105815,55998.26359764879,505270.2896601594,104756.88559802262,5.186266468432565
28.28110617025782,56537.12933713835,439015.92737578833,104700.66190746258,5.440997312077929
24.638538616179535,55549.197355404176,361898.8290473305,103116.0402405576,6.497668156881356
29.729637069349085,56349.53968289941,573341.6854805839,105696.74674899194,5.672064513811853
31.557042893357504,57082.960172993335,689778.6939442093,107204.17387462145,5.80257378326965
34.6618616409683,56856.87079710856,973828.5373986898,108454.855391486,5.131822287780449
26.124103329352508,55854.7587799005,409151.0265049306,103659.60311580508,6.3878151916373636
26.124103329352508,55854.7587799005,409151.0265049306,103659.60311580508,6.3878151916373636
37.28523643155375,57440.7294713606,857924.0107072364,107924.63732203621,5.284911192525145
31.64272023749279,56363.75361925849,996696.4280283173,109049.14610134039,4.817037234505053
27.246483866053122,55605.23550529865,670970.0175675525,106660.5646985314,5.027840859453156
22.86331965709137,55196.90485897577,387376.48027523444,103716.52501427302,5.786641229431292
24.289591204875332,55520.91910436291,370183.72145322023,103293.45628004278,6.398550489725981
29.59487594838991,56400.49005517991,504049.86679469113,104713.4226096424,6.27330929468694
37.74528462583386,57811.26678106683,862253.7524166717,108279.95518149053,5.781267584133873
34.72996786097764,57616.587606131136,644826.3492704073,106775.51790305546,5.783119594588628
26.124103329352508,55854.7587799005,409151.0265049306,103659.60311580508,6.3878151916373636
32.78798470366558,56982.2310792907,504942.3230273725,104708.14358394874,6.426038281492936
24.598652981462635,55853.51463997442,417715.5090159494,104700.6447344832,5.716483336796028
29.13212296395461,56460.64174800193,512449.5357569612,105162.891749026,5.5279709755249815
29.842561307412026,56539.89041971761,542540.2411885352,105509.62772701026,5.352055467213326
25.849292545568474,55716.55540698867,391070.3069887054,103642.07804787214,6.065352519365526
28.805876004969903,56201.91244981154,526698.639053398,105114.0991326489,5.605755157129959
27.17039278727284,55783.213994419464,560305.2494294961,105452.15712352688,5.69397197917791
28.742325551664887,56339.06317509521,428783.0187167287,103901.74227690804,6.592363537833364
28.559778351089577,56455.99986927037,391467.3734569524,103370.74227076913,6.594760138046325
30.156758320957902,56298.55508931079,717887.4839927572,107106.46690338584,5.366428988092149
26.124103329352508,55854.7587799005,409151.0265049306,103659.60311580508,6.3878151916373636
25.25957943204196,55706.9047548698,503742.15063422034,105261.62310679904,5.798776569759822
36.97343638440035,57405.42734929548,951522.8266228357,108601.15273669994,5.479763250382906
30.568113322129843,56699.945858993044,510457.42038181296,105129.7431531624,6.037950037771577
26.95417632238318,55826.42053959199,398027.14859643165,103161.62400618214,6.422300439905479
30.98050074072394,56779.08727104312,562840.8794992891,105486.37232414403,6.1374865172269075
27.61740499040323,55866.521030575845,655510.7275994106,106811.48716218778,5.601364651693332
26.880526154560282,55645.17542859009,739012.0610711153,107383.25041342498,5.147413733482549
37.938127201948404,57678.407056570686,595796.6233268341,105466.9838612357,5.19776398213563
39.21329916505262,57662.9101942565,683898.1120728774,106131.04388424887,4.924615300767006
25.300019410894368,55597.15200991882,364652.7064903405,102917.0081952661,6.1471497059704525
26.124103329352508,55854.7587799005,409151.0265049306,103659.60311580508,6.3878151916373636
33.99389278536092,56775.86622344878,806448.7363989505,107387.37414413242,5.733475601691212
26.124103329352508,55854.7587799005,409151.0265049306,103659.60311580508,6.3878151916373636
26.124103329352508,55854.7587799005,409151.0265049306,103659.60311580508,6.3878151916373636
35.34154451593538,57221.41826479371,765062.2442297246,107151.57450418742,5.841682140502929
32.58621196250013,56813.799996247646,571602.8785880819,105340.48644819998,5.009707562036053
26.37438322404828,55520.92547108106,588780.5697009037,105912.99249297714,5.604360938028842
26.432768903591594,56106.57351122175,410105.4946574504,104161.04380942615,5.7042379335271045
26.432768903591594,56106.57351122175,410105.4946574504,104161.04380942615,5.7042379335271045
27.162882582739385,55968.77533529724,432514.32300662296,103851.29224485453,6.317510849961531
